loan_id,loan_type,approved_amount,interest_rate,start_date
LNK-96702,Refinance,352559.74,,2023-01-07
LNK-19569,Fixed Purchase,308622.96,3.962,2025-06-19
LNK-46656,Fixed Purchase,284914.42,6.378,2019-12-14
LNK-41880,Fixed Purchase,430678.29,6.281,2022-10-31
LNK-45966,ARM,183550.14,5.748%,2022-02-24
LNK-60681, Fixed Purchase ,480879.64,6.359,2019-01-11
LNK-28114,Refinance,417582.26,4.308,2022-03-16
LNK-69303,ARM,515033.77,5.849,12/06/2019
LNK-64298,Refinance,335766.85,5.538,2019-11-06
LNK-46652,ARM,320984.30,4.007,2019-02-22
LNK-63411,Fixed Purchase,243203.96,4.602,2025-11-21
LNK-13795,Fixed Purchase,127949.51,5.920,09/20/2023
LNK-58431,ARM,269361.45,5.498,2023-09-09
LNK-95633,Fixed Purchase,392891.77,7.323,2026-04-08
LNK-92326,Refinance,302627.01,6.285,2019-09-03
LNK-60303,Fixed Purchase,446217.25,6.473,2023-12-15
LNK-42800,Refinance,340635.50,4.741,2020-07-08
LNK-9804,Refinance,150860.74,4.021,2020-07-19
LNK-40356,Refinance,470447.02,4.871,2021-06-22
LNK-6856,Fixed Purchase,238045.85,5.105,2019-03-30
LNK-94163,FHA Purchase,215990.05,7.112,2021-10-03
LNK-16084,Refinance,570707.17,4.373,2019-10-27
LNK-3960,Fixed Purchase,269350.09,5.935%,2023-04-06
LNK-45967,Fixed Purchase,604430.85,6.079,2021-11-22
LNK-85930,Refinance,192912.41,5.051,2025-05-24
LNK-15334,FHA Purchase,564101.48,4.357,2020-01-22
LNK-89754,Fixed Purchase,550877.03,7.247,2020-11-01
LNK-22542,ARM,183434.17,6.034,2021-06-21
LNK-98057,ARM,515932.95,6.776,2022-07-18
LNK-32970,Fixed Purchase,517172.20,7.883,2023-02-05
LNK-68632,Fixed Purchase,486983.45,8.002,2021-12-01
LNK-23865,Refinance,399944.11,4.515,2025-06-24
LNK-73339,ARM,149367.85,,2022-07-13
LNK-21989,ARM,154343.42,4.310,2024-12-26
LNK-44383,Jumbo Purchase,161502.07,7.519,2020-06-01
LNK-74380,Jumbo Purchase,465364.63,7.859,2022-08-01
LNK-56885,REFINANCE,397604.13,0.0614,2022-01-08
LNK-61562,Fixed Purchase,392907.49,7.529,2026-05-14
LNK-31389,Fixed Purchase,163829.18,7.634,2024-03-05
LNK-54090,Jumbo Purchase,585181.21,6.925,2019-01-26
LNK-83543,ARM,348619.45,6.274,2020-07-14
LNK-25176,Jumbo Purchase,240849.09,5.746,2021-04-13
LNK-25430,Refinance,156665.59,5.622,2020-08-12
LNK-84948,Fixed Purchase,430132.61,6.766,2025-05-13
LNK-87154,Fixed Purchase,119256.74,5.874%,2023-12-29
LNK-57640,Fixed Purchase,422124.99,7.442,2024-10-31
LNK-52849,Fixed Purchase,121039.53,7.203,2020-09-12
LNK-4826,FHA Purchase,11120.54,6.690,2022-04-11
LNK-97650,Fixed Purchase,292418.57,7.946,2025-02-02
LNK-81492,FHA Purchase,198696.21,6.689,2023-04-10
LNK-26863,Fixed Refinance,174016.30,5.561,2023-07-19
LNK-59926,Fixed Refinance,130899.77,3.435,2022-10-06
LNK-78621,Fixed Purchase,575784.66,7.564,2025-09-21
LNK-57302,Refinance,283202.34,5.673,2019-08-01
LNK-51965,Fixed Purchase,224929.77,7.522,2025-04-28
LNK-1583,ARM,526305.54,6.336,2019-11-14
LNK-93371,ARM,"$294,454.87",6.012,2024-12-13
LNK-29153,Jumbo Purchase,428620.76,3.962,2024-11-15
LNK-27972,Refinance,490172.69,4.543,2026-02-26
LNK-37483,Fixed Purchase,230487.50,5.515,2024-09-15
LNK-99608,Refinance,530996.25,5.937,2020-02-27
LNK-93243,Refinance,340361.82,4.809,2019-07-24
LNK-9200,Refinance,"$91,431.90",5.465,2022-07-25
LNK-14336,ARM,345576.17,5.131,2019-05-28
LNK-71371,FHA Purchase,104902.94,7.188,2026-05-15
LNK-25505,Jumbo Purchase,367006.67,6.809,2024-06-04
LNK-48945,ARM,142086.15,4.540,2024-10-20
LNK-43727,Fixed Purchase,389281.37,7.367,2023-12-02
LNK-26830,Fixed Refinance,363904.20,4.039,2019-09-26
LNK-60972,Fixed Purchase,1425717.26,6.083,2023-03-16
LNK-15936,ARM,373428.41,4.661,12/07/2023
LNK-35387,Refinance,217098.85,7.350,2025-06-27
LNK-88910,Fixed Refinance,357411.23,4.952,2026-05-25
LNK-65157,ARM,500575.57,5.170,2019-09-30
LNK-70168,Refinance,228211.29,5.592,2025-10-13
LNK-84769,Fixed Purchase,553110.13,4.410,2024-10-12
LNK-42078,Fixed Purchase,526766.52,7.030,2023-10-28
LNK-79246,Fixed Refinance,203758.53,5.952,2019-09-08
LNK-51939,Fixed Purchase,362054.55,,2021-09-04
LNK-81125,Refinance,522728.67,3.431,2025-04-30
LNK-52451,Fixed Purchase,1015343.98,7.355,2025-03-25
LNK-77939,Jumbo Purchase,593320.11,5.791,2020-04-19
LNK-15972,Fixed Refinance,241481.84,6.173,2024-05-23
LNK-46603,FHA Purchase,191154.45,4.017,2023-12-18
LNK-47135,Fixed Purchase,110706.73,7.480,2020-07-30
LNK-81918, Refinance ,346540.00,7.257,2022-11-29
LNK-23613,ARM,524583.17,6.746,2020-01-20
LNK-89288,Jumbo Purchase,504281.24,7.816,2025-07-02
LNK-93535,ARM,286266.04,4.708,2023-06-22
LNK-39986,ARM,243357.66,5.777,2023-03-27
LNK-81541,Fixed Purchase,238851.06,3.826,2023-02-10
LNK-78354,FHA Purchase,534199.92,8.041,2023-04-05
LNK-12108,ARM,502477.26,6.642,2021-01-16
LNK-89094,Fixed Purchase,125627.26,8.031,2019-02-24
LNK-18556, ARM ,237214.95,4.659,2020-04-12
LNK-42049,Fixed Refinance,"$398,907.95",7.179,06/02/2019
LNK-16448,Fixed Purchase,122044.90,,2023-09-13
LNK-32270,Refinance,156984.42,5.687,2021-05-05
LNK-16328,Jumbo Purchase,571708.26,7.506,2021-04-12
LNK-24992,Fixed Purchase,352710.62,5.890,2020-01-01
LNK-91890,Fixed Purchase,390193.44,4.147,2021-10-29
LNK-19528,FHA Purchase,465321.10,8.035,2023-05-06
LNK-67954,Refinance,213434.85,6.906,01/11/2020
LNK-51916,FHA Purchase,455580.20,5.523,2023-02-03
LNK-55819,REFINANCE,251052.20,4.455,2025-08-22
LNK-79174,FHA Purchase,351462.09,3.761,2019-05-21
LNK-19070,Fixed Refinance,962898.38,3.599,2022-05-30
LNK-76340,ARM,94345.39,3.189,2022-10-16
LNK-51293,Jumbo Purchase,350096.39,7.901,2021-04-11
LNK-56448,Jumbo Purchase,"$457,399.59",4.770,2023-09-20
LNK-25347,Jumbo Purchase,289043.34,7.372,2021-04-02
LNK-84296,Fixed Purchase,116143.63,6.314,2024-11-25
LNK-71435,Refinance,120292.08,3.856,2019-01-15
LNK-91889,Fixed Purchase,525813.08,4.505,2026-03-21
LNK-85575,Fixed Purchase,458975.87,5.208,2025-09-24
LNK-23706,Refinance,112056.21,3.597,
LNK-73733,Refinance,308180.10,6.481%,2023-06-02
LNK-22871, Jumbo Purchase ,98231.91,4.108,2020-07-15
LNK-38858,ARM,120727.21,6.301,2025-06-01
LNK-19388,ARM,458113.05,4.795,2019-01-16
LNK-25523,Jumbo Purchase,202854.07,7.505,2019-12-28
LNK-42232,ARM,378436.88,,2021-09-28
LNK-60113,Refinance,350999.15,5.191,2024-08-25
LNK-82187,Fixed Purchase,383369.26,6.999,2020-07-27
LNK-48059,Refinance,338788.39,6.854,
LNK-2256,Fixed Refinance,301961.78,5.316,2020-02-07
LNK-64518,ARM,550307.17,5.064,2021-06-06
LNK-18895,Fixed Purchase,376439.62,6.650,2019-04-11
LNK-26575,Refinance,555317.34,4.046,2023-07-03
LNK-51324,Fixed Purchase,312436.11,5.989,2024-10-09
LNK-74607,Refinance,189173.18,3.743,2023-06-07
LNK-67248,ARM,185184.80,5.328,2025-01-11
LNK-86599,Fixed Purchase,240917.15,7.267,2025-05-05
LNK-65876,Fixed Purchase,267648.14,5.772,2023-11-12
LNK-54626,Refinance,350362.98,5.596,2021-02-08
LNK-90744,ARM,673461.00,3.368,2022-04-06
LNK-55477,ARM,562188.77,4.320,2025-03-08
LNK-94079,Refinance,595067.60,7.229,2022-12-14
LNK-59176,ARM,134654.72,3.397,2020-04-12
LNK-65054,FIXED PURCHASE,1171190.64,7.116,
LNK-22922,Fixed Purchase,229326.79,4.537,2024-01-06
LNK-11835,Jumbo Purchase,272025.71,3.967,2021-08-12
LNK-75107,Fixed Refinance,731340.29,6.909%,10/24/2022
LNK-5044,Fixed Purchase,356339.04,3.907,2022-02-01
LNK-29905,Fixed Refinance,97282.38,5.803,09/03/2020
LNK-39284,Fixed Purchase,540275.41,4.667%,2020-05-02
LNK-5285, Fixed Purchase ,1275967.23,5.918,2021-03-12
LNK-37025,Fixed Purchase,224998.39,5.424,2023-10-01
LNK-30470,Fixed Refinance,392206.48,5.278,2026-02-14
LNK-71465,Fixed Purchase,517800.27,7.151,2020-01-12
LNK-38836,Fixed Refinance,248215.41,7.244,2023-02-14
LNK-23047,Refinance,570949.69,6.281,2025-02-01
LNK-60942,Fixed Refinance,278609.55,7.159,2021-06-15
LNK-75140,Fixed Refinance,235167.76,6.985,2025-01-06
LNK-98323,ARM,581200.98,5.565,2022-01-01
LNK-65921,Fixed Refinance,385436.92,0.0604,2022-12-17
LNK-73053,FHA Purchase,422039.87,7.370,2021-06-03
LNK-67952,ARM,245346.75,3.671,2024-03-02
LNK-15838,Refinance,87447.85,5.836,2021-09-25
LNK-76066,Jumbo Purchase,303554.56,6.190,2026-05-14
LNK-15969,Fixed Purchase,215462.45,5.623,2025-09-11
LNK-36112,Jumbo Purchase,1229247.78,5.079,2019-09-02
LNK-72186,Fixed Refinance,403796.18,5.004,2020-11-07
LNK-49085,Fixed Purchase,329968.82,7.742,2025-10-07
LNK-72046,Refinance,457864.49,7.059,2024-06-30
LNK-6453,Jumbo Purchase,400805.41,7.180,2022-11-15
LNK-95238,FHA Purchase,87561.14,3.874,2023-09-24
LNK-58850,Refinance,272872.80,,2026-02-18
LNK-72611,FHA Purchase,97390.40,6.196,2022-06-30
LNK-29644,Fixed Purchase,119630.65,6.345,2021-08-10
LNK-56725,Fixed Refinance,416935.69,4.722%,2019-11-19
LNK-14423,Fixed Refinance,138805.15,6.027,2025-06-17
LNK-97467,FHA Purchase,174275.35,7.599,2021-12-18
LNK-86678,ARM,446469.54,6.083,2022-11-09
LNK-99480,Fixed Purchase,279460.40,4.587,2022-12-04
LNK-33444,ARM,127932.15,4.696,2019-06-17
LNK-40021,Jumbo Purchase,419808.15,5.160,2019-11-18
LNK-5224,Jumbo Purchase,247873.48,5.110,2021-06-19
LNK-35447,Refinance,579236.37,5.296,2025-02-05
LNK-46688,ARM,191891.04,4.526,2020-07-29
LNK-12401,Refinance,529293.61,5.093,2020-11-14
LNK-58549,Fixed Purchase,139304.45,3.875,2021-11-20
LNK-16386,Refinance,504191.82,4.039,2025-08-10
LNK-32056,Fixed Purchase,390495.66,7.370,2021-09-12
LNK-28509,Jumbo Purchase,578776.73,7.882,2023-11-21
LNK-97680,FHA Purchase,913944.11,6.428,2025-08-14
LNK-78060,Jumbo Purchase,151897.84,6.898,2023-12-11
LNK-91326,Fixed Refinance,591988.92,4.261,2021-07-27
LNK-46957,Refinance,382488.59,4.634,2022-11-10
LNK-94159,Fixed Purchase,241087.50,4.382,2025-10-25
LNK-80988,ARM,280953.26,3.636,2020-12-20
LNK-83938,Fixed Purchase,216779.33,5.324,2023-02-28
LNK-57120,ARM,409412.51,5.758,2022-04-14
LNK-22755,Fixed Refinance,421360.27,3.740,2021-04-11
LNK-81760,Fixed Purchase,557368.84,7.732,2019-12-13
LNK-19249,Refinance,542828.24,5.741,2024-06-04
LNK-28082,Refinance,256570.89,6.133,2020-04-14
LNK-28124,FHA Purchase,408651.80,7.153,2022-10-23
LNK-8780,Jumbo Purchase,199291.77,4.235,2023-10-17
LNK-75720,Refinance,482847.01,5.357,2025-12-08
LNK-46982,Fixed Purchase,379220.53,7.665,2022-08-12
LNK-70767,Refinance,317804.97,6.492%,2023-01-10
LNK-37842,Refinance,1164775.46,4.785,2025-09-02
LNK-79231,Jumbo Purchase,128321.71,3.996,2022-01-27
LNK-71617,Fixed Purchase,1270890.98,5.391,2024-11-02
LNK-23069,ARM,412911.03,5.856,2022-06-22
LNK-43421,Jumbo Purchase,176004.04,5.489,2023-06-13
LNK-93281,Refinance,1274696.90,6.555,2022-01-23
LNK-39356,Refinance,448489.69,3.675,2020-08-21
LNK-38923,ARM,1360932.66,6.171,2020-06-25
LNK-76069,Fixed Purchase,551170.94,4.810,2022-02-24
LNK-36041,Fixed Purchase,251119.84,4.179,2025-01-02
LNK-68425,Fixed Purchase,510910.41,7.104,03/17/2021
LNK-90037,Fixed Purchase,487459.59,0.0428,2026-02-22
LNK-13481,ARM,89835.11,5.604,2019-12-19
LNK-18771,Fixed Refinance,614841.08,5.801,2024-03-23
LNK-99316,Refinance,248847.25,5.329,2019-07-09
LNK-54948,ARM,128223.99,3.469,2019-07-26
LNK-8770,Jumbo Purchase,329362.33,4.920,2023-02-04
LNK-37349,Fixed Purchase,435002.75,6.389,2020-03-02
LNK-86969,ARM,368061.18,3.507,2025-07-20
LNK-17631,Refinance,512222.93,4.438,2023-01-28
LNK-92937,ARM,415006.87,4.541,2020-04-15
LNK-18392, ARM ,351706.22,4.751,2020-04-21
LNK-33725,Refinance,352754.62,6.786,2021-09-12
LNK-20168,ARM,156942.53,6.168,2023-12-10
LNK-94243,FHA Purchase,28156.58,5.746,2021-03-12
LNK-43217,Jumbo Purchase,340637.64,8.068,2020-11-10
LNK-33447,Fixed Purchase,435573.07,7.906,2023-04-09
LNK-89635,Fixed Purchase,506290.51,4.515,2023-10-04
LNK-52472,Fixed Purchase,243818.42,4.062,2024-02-16
LNK-65154,Fixed Purchase,244531.80,4.195,2021-01-30
LNK-19634,Fixed Purchase,406516.54,6.956,2021-04-28
LNK-76684,ARM,341370.83,4.537,2023-03-25
LNK-83890,Refinance,402338.05,7.108,2021-06-05
LNK-36221,Refinance,872643.16,4.280,2025-10-07
LNK-83288,Fixed Purchase,474981.03,4.093,2022-11-12
LNK-55293,Fixed Purchase,594367.40,6.825,2025-08-29
LNK-50174,Refinance,913864.44,4.292,2019-09-21
LNK-60243,Fixed Purchase,286759.40,4.381,2020-01-21
LNK-10898,ARM,153631.12,4.875,2024-10-25
LNK-84050,Fixed Purchase,146103.80,7.111,2023-06-29
LNK-13202,Jumbo Purchase,342045.28,6.037%,2024-11-02
LNK-53802,Jumbo Purchase,340229.41,6.422,2026-01-01
LNK-68582,Fixed Purchase,582474.29,5.883,2020-03-28
LNK-99278,Jumbo Purchase,507932.18,5.298,2020-01-24
LNK-37467,Refinance,139572.93,7.272,2023-11-08
LNK-92056,Fixed Purchase,513421.95,7.514,2022-07-07
LNK-49374,Fixed Purchase,616337.08,4.159,2025-09-08
LNK-60597,FHA Purchase,530549.63,4.524,2023-08-25
LNK-64968,Refinance,410709.30,7.055,09/08/2024
LNK-43898,Refinance,562025.78,6.159,2025-08-13
LNK-77278,Jumbo Purchase,113650.30,7.873,2019-07-13
LNK-1324,Fixed Purchase,525464.53,5.603,2024-07-15
LNK-97039,Fixed Refinance,457149.93,4.287,2021-03-07
LNK-13208,Fixed Purchase,533104.53,6.421,11/28/2024
LNK-96804,Refinance,1201397.69,6.739,2021-09-20
LNK-61089,Fixed Purchase,276132.57,5.994,2022-09-25
LNK-84209,ARM,310287.41,6.310,2025-09-14
LNK-88050,Refinance,529512.79,6.802,2021-06-11
LNK-92395,Fixed Purchase,572265.19,0.0763,2020-03-09
LNK-47952,Fixed Purchase,530990.37,4.552,2025-04-03
LNK-9300,Fixed Purchase,480393.87,7.877,2021-11-06
LNK-71048,Jumbo Purchase,565446.21,4.212,01/16/2021
LNK-53129,ARM,104967.62,4.562,2025-05-29
LNK-29551,ARM,137252.32,5.958,2021-10-27
LNK-57314,Fixed Purchase,293442.31,6.374,2019-02-05
LNK-28767,Fixed Refinance,404831.46,0.0635,2025-12-21
LNK-65843,Refinance,457233.48,6.928,2025-06-30
LNK-36197,Fixed Purchase,233497.33,6.196,2025-11-08
LNK-43318,Fixed Purchase,142571.96,7.127,2021-02-09
LNK-38171,FHA Purchase,580265.17,5.961,09/30/2019
LNK-45270,Fixed Purchase,417609.53,5.615,2019-04-28
LNK-72737, Fixed Purchase ,341169.66,5.028,2019-02-15
LNK-76750,Fixed Purchase,155943.20,4.493,2022-01-12
LNK-18117,Refinance,555564.09,4.318,2019-09-09
LNK-75205,Jumbo Purchase,183882.71,5.110,2019-03-01
LNK-64614,Refinance,432115.23,4.474,2022-04-29
LNK-46054,Refinance,541358.54,7.341,2019-05-07
LNK-90463,Fixed Purchase,517552.76,3.782,2025-09-27
LNK-7345,ARM,46030.18,3.537,2024-10-09
LNK-7021,Fixed Purchase,264954.22,3.785,2025-06-17
LNK-14051,Fixed Purchase,273080.86,6.447,2019-09-24
LNK-83074,ARM,256156.66,3.597,2022-08-23
LNK-61238,Refinance,418620.22,6.699,2023-04-29
LNK-3134,Refinance,524667.89,5.972,2022-07-27
LNK-17284,Refinance,181962.65,7.360,2019-05-25
LNK-21707,Fixed Purchase,341952.42,5.633,2023-10-01
LNK-58840,Fixed Refinance,389868.36,5.549,2020-01-18
LNK-60836,Fixed Purchase,120002.37,7.154,02/24/2021
LNK-1088,Fixed Purchase,417294.61,7.204%,2020-06-03
LNK-57072,Refinance,989711.88,4.111,2021-02-08
LNK-27518,Fixed Purchase,516185.08,6.094,2021-07-31
LNK-91255,Fixed Purchase,337862.31,7.913,2024-11-27
LNK-18290,Jumbo Purchase,997726.19,7.266,2022-03-25
LNK-86196,Fixed Purchase,385680.70,6.448,2020-07-01
LNK-40566,ARM,325625.23,6.138,2019-03-30
LNK-21837,ARM,606133.45,5.444,2024-11-12
LNK-36916,FHA Purchase,410696.55,7.757,2026-01-30
LNK-13234,Fixed Purchase,313402.20,7.550,2023-09-25
LNK-86798,Fixed Purchase,406502.75,5.796,2022-09-06
LNK-48242,ARM,514373.75,3.117,2025-08-21
LNK-33819,ARM,157960.22,4.785,2022-01-30
LNK-11803,Fixed Refinance,411628.53,4.909,2023-11-12
LNK-49738,Refinance,412040.44,3.466,2020-03-12
LNK-88098,Jumbo Purchase,428725.61,7.519,2023-11-10
LNK-86054,Fixed Purchase,224561.30,4.107,2019-04-18
LNK-22695,Fixed Purchase,365125.72,7.887,2024-01-10
LNK-7787,ARM,528659.06,5.793%,2019-01-01
LNK-52949,Fixed Purchase,474464.66,3.837,2020-01-28
LNK-82999,Refinance,224506.30,6.132,2021-04-17
LNK-41043,Fixed Purchase,601569.77,6.533,2023-11-17
LNK-96156,ARM,"$557,374.73",4.129,2019-03-10
LNK-92677,Fixed Refinance,303562.74,6.564,2021-07-28
LNK-99989,Fixed Purchase,157607.22,7.670,2020-12-29
LNK-31689,ARM,"$337,321.44",5.275,2022-09-18
LNK-57260,Fixed Purchase,598046.80,5.187,2021-09-12
LNK-86915,Jumbo Purchase,619460.70,4.500,2023-03-22
LNK-12953,Fixed Purchase,616103.25,5.539,2021-10-18
LNK-93235,Fixed Purchase,215804.19,7.489,2019-08-01
LNK-13475,Fixed Purchase,358999.68,6.882,2019-12-13
LNK-1142,Fixed Purchase,493808.05,6.265,2025-09-28
LNK-28973,FHA Purchase,411558.59,7.052,2026-03-17
LNK-63496,JUMBO PURCHASE,163874.91,6.830,2024-02-26
LNK-11215,ARM,339043.76,4.533,2023-08-27
LNK-18393,FHA Purchase,484836.49,5.073,2022-02-26
LNK-78814,Refinance,300586.99,4.910,2021-09-28
LNK-30647,Refinance,445731.90,4.289,2023-12-07
LNK-69084,Fixed Purchase,467024.46,3.958,2021-06-19
LNK-90126,Jumbo Purchase,246277.43,5.755,2023-10-20
LNK-59335,ARM,157709.10,4.552,2025-01-13
LNK-2217,Fixed Purchase,413625.47,7.730,2025-10-15
LNK-2056,ARM,504202.80,6.277,2025-11-16
LNK-92173,Fixed Purchase,21393.45,5.936,2022-10-01
LNK-46032,ARM,186788.15,6.013,04/23/2019
LNK-16806,Fixed Refinance,339766.04,5.630,2022-02-26
LNK-56353,Jumbo Purchase,97052.15,5.582,2022-12-23
LNK-91968,Refinance,272641.76,3.704,2024-04-13
LNK-18324,Refinance,196259.09,3.633,2019-05-13
LNK-63613,Fixed Purchase,540341.61,7.214,2023-03-07
LNK-10283,Fixed Refinance,165258.10,6.289,2022-11-07
LNK-31008,FHA Purchase,513262.26,5.589,2021-10-04
LNK-51209,FIXED PURCHASE,192152.37,0.0784,2023-10-27
LNK-12708,Refinance,574750.56,3.454,2019-05-31
LNK-96782,Fixed Purchase,619753.77,4.055,2021-10-02
LNK-14425,Refinance,488103.41,5.086,2019-11-19
LNK-14526,Fixed Refinance,353497.35,4.996,2022-07-11
LNK-42071,Fixed Purchase,139464.24,5.935,2024-01-09
LNK-49177,Fixed Purchase,313116.10,5.083,2024-01-12
LNK-40223,Fixed Purchase,428917.37,5.973,2019-01-01
LNK-18973,ARM,397199.45,5.508,2023-04-20
LNK-51164,Fixed Purchase,413548.90,6.847,2023-02-19
LNK-99717,FHA Purchase,"$1,163,523.09",4.045,2020-11-03
LNK-18451,Refinance,86930.76,6.217,2024-07-26
LNK-85092,Fixed Purchase,94281.76,5.843,2021-09-18
LNK-89753,ARM,574324.79,3.303,2019-10-03
LNK-19724,Fixed Purchase,1037642.78,5.712,2021-09-24
LNK-9966,Refinance,133304.44,6.363,2022-10-22
LNK-70534,ARM,547638.04,3.110,2022-09-02
LNK-74831,Fixed Purchase,93927.55,7.551,2020-11-12
LNK-2110,Fixed Purchase,354933.35,7.397,2019-12-03
LNK-80995,Fixed Refinance,459329.52,5.054,2024-07-28
LNK-86199,Fixed Purchase,133242.33,5.344,2024-09-01
LNK-22511,Fixed Purchase,275107.70,4.914,2023-09-10
LNK-58684,Refinance,127016.12,5.888,2024-11-29
LNK-47030,ARM,174766.33,5.136,2022-09-04
LNK-95690,Refinance,416634.05,5.490,2019-11-08
LNK-28925,FHA Purchase,381390.30,5.320,2024-10-26
LNK-83323,FHA Purchase,144172.11,7.047,12/29/2020
LNK-99077,Fixed Purchase,541790.80,5.103,2025-05-31
LNK-20840,Jumbo Purchase,494504.71,8.068,2024-12-22
LNK-54963,Fixed Purchase,291071.02,6.811,2020-12-09
LNK-81750,Fixed Purchase,453688.50,6.248,2021-09-18
LNK-90989,Jumbo Purchase,534622.82,4.192,2019-09-17
LNK-58984,Fixed Purchase,568962.45,8.057,2022-04-26
LNK-29474,Fixed Purchase,218460.34,6.539,2023-01-24
LNK-12362,Fixed Purchase,118582.91,4.576,2022-06-12
LNK-14168,ARM,370060.80,3.469,2019-07-14
LNK-19351,Jumbo Purchase,302887.90,5.068,2022-07-05
LNK-99624,ARM,534084.46,5.872,2022-06-05
LNK-17142,Jumbo Purchase,149028.45,7.986,2025-09-13
LNK-78276,Fixed Purchase,587236.37,6.351,2022-10-29
LNK-96683,ARM,451173.22,6.494,2020-02-26
LNK-51335,FHA Purchase,575979.15,8.023,2023-04-08
LNK-47076,Fixed Purchase,116497.28,7.405,2024-11-26
LNK-57280,Fixed Purchase,218781.41,0.0429,2025-01-02
LNK-42222,JUMBO PURCHASE,579904.54,4.114,2024-08-06
LNK-19327,Refinance,176217.08,6.743,2025-05-17
LNK-33477,FHA Purchase,101305.19,4.929,2025-06-04
LNK-37302,Fixed Refinance,"$1,104,962.45",3.957,2026-02-10
LNK-85491,FHA Purchase,423949.74,7.056,2025-03-07
LNK-12042, Fixed Purchase ,192661.66,3.953,2026-03-28
LNK-73534,Jumbo Purchase,228022.28,5.896,2020-06-11
LNK-79774,Fixed Purchase,332748.14,6.404,2019-12-28
LNK-79644,Fixed Purchase,1191513.13,5.976,2026-03-16
LNK-80638,FHA Purchase,573737.22,5.488,2023-04-06
LNK-38345,Refinance,177823.84,4.128,2019-02-22
LNK-91502,ARM,245733.21,4.769,2023-06-23
LNK-4515,Refinance,267469.98,3.493,2019-12-08
LNK-87298,FHA Purchase,397666.65,5.456,2021-11-29
LNK-40537,Fixed Purchase,293076.89,5.292,2020-07-05
LNK-27928,REFINANCE,369001.07,5.171,2023-04-10
LNK-68862,Refinance,572557.59,6.718,2019-10-31
LNK-80551,Refinance,11069.74,6.940,2020-07-19
LNK-25726,Fixed Purchase,132178.56,6.912,2021-03-03
LNK-99021,Fixed Purchase,234501.58,4.955,2024-01-06
LNK-52347,Fixed Purchase,1057151.79,4.652,2020-05-11
LNK-39737,Fixed Refinance,543408.27,6.591,2022-08-14
LNK-85694,Refinance,593645.05,4.632,2025-08-10
LNK-8152,Fixed Purchase,330886.77,3.958,2023-01-21
LNK-32370,ARM,385024.92,6.366,2023-08-02
LNK-65865,Refinance,523739.30,4.284,2026-05-17
LNK-51578,ARM,517188.19,4.989,2024-10-18
LNK-15777,Refinance,485294.85,6.599,2023-04-06
LNK-32599,Fixed Purchase,561641.61,6.636,2024-12-30
LNK-66481,Jumbo Purchase,169984.90,6.869,2019-01-07
LNK-84634,Fixed Purchase,201808.58,4.662,2023-11-25
LNK-78847,Refinance,313495.24,6.126,2023-09-27
LNK-10307,ARM,1409272.05,4.131,2025-03-09
LNK-70243,FHA Purchase,477725.32,7.365,2024-04-29
LNK-2581,Fixed Purchase,276216.60,7.829,08/13/2022
LNK-48329,Refinance,464378.81,4.035,2024-08-22
LNK-42480,ARM,372535.24,4.123,09/21/2019
LNK-18299,Fixed Purchase,366711.39,8.025,
LNK-51703,ARM,"$149,360.68",3.536,2025-12-02
LNK-75498,ARM,264035.17,4.603,2022-07-27
LNK-56163,ARM,428109.47,3.513,2023-07-10
LNK-48895,Refinance,212106.82,7.054%,2019-07-24
LNK-72612,Fixed Purchase,478972.91,4.015,2020-03-27
LNK-90514,Fixed Purchase,105136.94,5.174,2024-05-01
LNK-23645,Fixed Purchase,578251.15,6.031,2025-01-26
LNK-62736,Fixed Purchase,498176.96,5.836,2023-08-08
LNK-10567,Refinance,363146.51,6.020,2019-07-21
LNK-3187,Fixed Refinance,552720.91,4.498,2021-04-15
LNK-77986,Fixed Purchase,87679.31,5.201,2021-06-16
LNK-9851,Fixed Purchase,510089.88,5.491,
LNK-2807,ARM,224749.86,3.158,2021-09-30
LNK-35365,Jumbo Purchase,106883.06,5.858,2021-12-30
LNK-29277,Jumbo Purchase,300551.81,5.907,2019-07-16
LNK-6220,Fixed Refinance,296371.94,6.573,2025-12-31
LNK-8925,Fixed Purchase,454617.56,7.321,2022-11-30
LNK-53163,Fixed Refinance,580135.41,5.405,2019-06-24
LNK-38550,Fixed Purchase,556463.93,5.146,2026-04-12
LNK-83388,Fixed Purchase,1047701.94,5.230,2022-08-03
LNK-94405,Fixed Purchase,169912.46,4.880,2025-10-23
